,Shloka,Info1
182,bg/4/30/,"['(namely sacrifice of one’s possessions, study of the Vedas or philosophical doctrines, and performance of the yoga system)']"
183,bg/4/31/,['(sacrifice)']
184,bg/4/32/,['None']
185,bg/4/33/,"['(Kṛṣṇa consciousness). Nonetheless, there is a mystery about all these different activities of sacrifice, and one should know this mystery. Sacrifices sometimes take different forms according to the particular faith of the performer. When one’s faith reaches the stage of transcendental knowledge, the performer of sacrifices should be considered more advanced than those who simply sacrifice material possessions without such knowledge, for without attainment of knowledge, sacrifices remain on the material platform and bestow no spiritual benefit. Real knowledge culminates in Kṛṣṇa consciousness, the highest stage of transcendental knowledge. Without the elevation of knowledge, sacrifices are simply material activities. When, however, they are elevated to the level of transcendental knowledge, all such activities enter onto the spiritual platform. Depending on differences in consciousness, sacrificial activities are sometimes called karma-kāṇḍa (fruitive activities) and sometimes jñāna-kāṇḍa (knowledge in the pursuit of truth)']"
186,bg/4/34/,['(6.3.19)']
187,bg/4/35/,"['(mā – not, yā – this). Some think that we have nothing to do with Kṛṣṇa, that Kṛṣṇa is only a great historical personality and that the Absolute is the impersonal Brahman. Factually, as it is stated in the Bhagavad-gītā, this impersonal Brahman is the personal effulgence of Kṛṣṇa. Kṛṣṇa, as the Supreme Personality of Godhead, is the cause of everything. In the Brahma-saṁhitā it is clearly stated that Kṛṣṇa is the Supreme Personality of Godhead, the cause of all causes. Even the millions of incarnations are only His different expansions. Similarly, the living entities are also expansions of Kṛṣṇa. The Māyāvādī philosophers wrongly think that Kṛṣṇa loses His own separate existence in His many expansions. This thought is material in nature. We have experience in the material world that a thing, when fragmentally distributed, loses its own original identity. But the Māyāvādī philosophers fail to understand that absolute means that one plus one is equal to one, and that one minus one is also equal to one. This is the case in the absolute world., For want of sufficient knowledge in the absolute science, we are now covered with illusion, and therefore we think that we are separate from Kṛṣṇa. Although we are separated parts of Kṛṣṇa, we are nevertheless not different from Him. The bodily difference of the living entities is māyā, or not actual fact. We are all meant to satisfy Kṛṣṇa. By māyā alone Arjuna thought that the temporary bodily relationship with his kinsmen was more important than his eternal spiritual relationship with Kṛṣṇa. The whole teaching of the Gītā is targeted toward this end: that a living being, as Kṛṣṇa’s eternal servitor, cannot be separated from Kṛṣṇa, and his sense of being an identity apart from Kṛṣṇa is called māyā. The living entities, as separate parts and parcels of the Supreme, have a purpose to fulfill. Having forgotten that purpose since time immemorial, they are situated in different bodies, as men, animals, demigods, etc. Such bodily differences arise from forgetfulness of the transcendental service of the Lord. But when one is engaged in transcendental service through Kṛṣṇa consciousness, one becomes at once liberated from this illusion. One can acquire such pure knowledge only from the bona fide spiritual master and thereby avoid the delusion that the living entity is equal to Kṛṣṇa. Perfect knowledge is that the Supreme Soul, Kṛṣṇa, is the supreme shelter for all living entities, and giving up such shelter, the living entities are deluded by the material energy, imagining themselves to have a separate identity. Thus, under different standards of material identity, they become forgetful of Kṛṣṇa. When, however, such deluded living entities become situated in Kṛṣṇa consciousness, it is to be understood that they are on the path of liberation, as confirmed in the Bhāgavatam (2.10.6): muktir hitvānyathā-rūpaṁ svarūpeṇa vyavasthitiḥ. Liberation means to be situated in one’s constitutional position as an eternal servitor of Kṛṣṇa (Kṛṣṇa consciousness)']"
188,bg/4/36/,['None']
189,bg/4/37/,['(Bṛhad-āraṇyaka Upaniṣad 4.4.22)']
190,bg/4/38/,['None']
191,bg/4/39/,['None']
192,bg/4/40/,['None']
193,bg/4/41/,['None']
194,bg/4/42/,['(or one’s constitutional position)']
195,bg/5/1/,['None']
196,bg/5/2/,"['(seeking sense gratification) are cause for material bondage. As long as one is engaged in activities aimed at improving the standard of bodily comfort, one is sure to transmigrate to different types of bodies, thereby continuing material bondage perpetually. Śrīmad-Bhāgavatam (5.5.4–6) confirms this as follows:, “People are mad after sense gratification, and they do not know that this present body, which is full of miseries, is a result of one’s fruitive activities in the past. Although this body is temporary, it is always giving one trouble in many ways. Therefore, to act for sense gratification is not good. One is considered to be a failure in life as long as he makes no inquiry about his real identity. As long as he does not know his real identity, he has to work for fruitive results for sense gratification, and as long as one is engrossed in the consciousness of sense gratification one has to transmigrate from one body to another. Although the mind may be engrossed in fruitive activities and influenced by ignorance, one must develop a love for devotional service to Vāsudeva. Only then can one have the opportunity to get out of the bondage of material existence.”, Therefore, jñāna (or knowledge that one is not this material body but spirit soul) is not sufficient for liberation. One has to act in the status of spirit soul, otherwise there is no escape from material bondage. Action in Kṛṣṇa consciousness is not, however, action on the fruitive platform. Activities performed in full knowledge strengthen one’s advancement in real knowledge. Without Kṛṣṇa consciousness, mere renunciation of fruitive activities does not actually purify the heart of a conditioned soul. As long as the heart is not purified, one has to work on the fruitive platform. But action in Kṛṣṇa consciousness automatically helps one escape the result of fruitive action so that one need not descend to the material platform. Therefore action in Kṛṣṇa consciousness is always superior to renunciation, which always entails a risk of falling. Renunciation without Kṛṣṇa consciousness is incomplete, as is confirmed by Śrīla Rūpa Gosvāmī in his Bhakti-rasāmṛta-sindhu (1.2.258)']"
197,bg/5/3/,['None']
198,bg/5/4/,['None']
199,bg/5/5/,['None']
200,bg/5/6/,['None']
201,bg/5/7/,['(in battle) to others? Wasn’t he in Kṛṣṇa consciousness?” Arjuna was only superficially offensive because (as has already been explained in the Second Chapter)']
202,bg/5/8-9/,['None']
203,bg/5/10/,"['(Māṇḍūkya Upaniṣad 2), tasmād etad brahma nāma rūpam annaṁ ca jāyate (Muṇḍaka Upaniṣad 1.1.9), and, in the Bhagavad-gītā (14.3), mama yonir mahad brahma indicate that everything in the material world is a manifestation of Brahman; and although the effects are differently manifested, they are nondifferent from the cause. In the Īśopaniṣad it is said that everything is related to the Supreme Brahman, or Kṛṣṇa, and thus everything belongs to Him only. One who knows perfectly well that everything belongs to Kṛṣṇa, that He is the proprietor of everything and that, therefore, everything is engaged in the service of the Lord, naturally has nothing to do with the results of his activities, whether virtuous or sinful. Even one’s material body, being a gift of the Lord for carrying out a particular type of action, can be engaged in Kṛṣṇa consciousness. It is then beyond contamination by sinful reactions, exactly as the lotus leaf, though remaining in the water, is not wet. The Lord also says in the Gītā (3.30)']"
204,bg/5/11/,"['(1.2.187) describes this as follows:, “A person acting in Kṛṣṇa consciousness (or, in other words, in the service of Kṛṣṇa)']"
205,bg/5/12/,['None']
206,bg/5/13/,['(Śvetāśvatara Upaniṣad 3.18)']
207,bg/5/14/,['(in ignorance)']
208,bg/5/15/,"['(Kauṣītakī Upaniṣad 3.8), “The living entity is completely dependent in his distress and happiness. By the will of the Supreme he can go to heaven or hell, as a cloud is driven by the air.”, Therefore the embodied soul, by his immemorial desire to avoid Kṛṣṇa consciousness, causes his own bewilderment. Consequently, although he is constitutionally eternal, blissful and cognizant, due to the littleness of his existence he forgets his constitutional position of service to the Lord and is thus entrapped by nescience. And, under the spell of ignorance, the living entity claims that the Lord is responsible for his conditional existence. The Vedānta-sūtras (2.1.34)']"
209,bg/5/16/,['(2.12)']
210,bg/5/17/,['(simultaneous identity and individuality)']
211,bg/5/18/,['None']
212,bg/5/19/,['None']
213,bg/5/20/,['None']
214,bg/5/21/,['None']
215,bg/5/22/,['(5.5.1)']
216,bg/5/23/,['None']
217,bg/5/24/,['None']
218,bg/5/25/,['None']
219,bg/5/26/,['(4.22.39)']
220,bg/5/27-28/,['None']
221,bg/5/29/,"['(Śvetāśvatara Upaniṣad 6.7) the Supreme Lord is described as tam īśvarāṇāṁ paramaṁ maheśvaraṁ. Under the spell of illusion, living entities are trying to be lords of all they survey, but actually they are dominated by the material energy of the Lord. The Lord is the master of material nature, and the conditioned souls are under the stringent rules of material nature. Unless one understands these bare facts, it is not possible to achieve peace in the world either individually or collectively. This is the sense of Kṛṣṇa consciousness: Lord Kṛṣṇa is the supreme predominator, and all living entities, including the great demigods, are His subordinates. One can attain perfect peace only in complete Kṛṣṇa consciousness., This Fifth Chapter is a practical explanation of Kṛṣṇa consciousness, generally known as karma-yoga. The question of mental speculation as to how karma-yoga can give liberation is answered herewith. To work in Kṛṣṇa consciousness is to work with the complete knowledge of the Lord as the predominator. Such work is not different from transcendental knowledge. Direct Kṛṣṇa consciousness is bhakti-yoga, and jñāna-yoga is a path leading to bhakti-yoga. Kṛṣṇa consciousness means to work in full knowledge of one’s relationship with the Supreme Absolute, and the perfection of this consciousness is full knowledge of Kṛṣṇa, or the Supreme Personality of Godhead. A pure soul is the eternal servant of God as His fragmental part and parcel. He comes into contact with māyā (illusion)']"
222,bg/6/1/,['(fire sacrifices)']
223,bg/6/2/,['None']
224,bg/6/3/,['(which are more or less bodily exercises)']
225,bg/6/4/,['None']
226,bg/6/5/,['(Amṛta-bindu Upaniṣad 2)']
227,bg/6/6/,['(for show)']
228,bg/6/7/,['None']
229,bg/6/8/,['(Bhakti-rasāmṛta-sindhu 1.2.234)']
230,bg/6/9/,['None']
231,bg/6/10/,['(Bhakti-rasāmṛta-sindhu 1.2.255–256)']
232,bg/6/11-12/,"['(the present yuga, or age)']"
233,bg/6/13-14/,"['(and that also under regulation), is also called a brahmacārī. Such a restrained householder brahmacārī may be accepted in the bhakti school, but the jñāna and dhyāna schools do not even admit householder brahmacārīs. They require complete abstinence without compromise. In the bhakti school, a householder brahmacārī is allowed controlled sex life because the cult of bhakti-yoga is so powerful that one automatically loses sexual attraction, being engaged in the superior service of the Lord. In the Bhagavad-gītā (2.59) it is said:, Whereas others are forced to restrain themselves from sense gratification, a devotee of the Lord automatically refrains because of superior taste. Other than the devotee, no one has any information of that superior taste., Vigata-bhīḥ. One cannot be fearless unless one is fully in Kṛṣṇa consciousness. A conditioned soul is fearful due to his perverted memory, his forgetfulness of his eternal relationship with Kṛṣṇa. The Bhāgavatam (11.2.37)']"
234,bg/6/15/,"['(mat-cittaḥ, mat-paraḥ, mat-sthānam), can attain real peace and can ultimately reach His supreme abode, Kṛṣṇaloka, known as Goloka Vṛndāvana. In the Brahma-saṁhitā (5.37) it is clearly stated, goloka eva nivasaty akhilātma-bhūtaḥ: the Lord, although residing always in His abode called Goloka, is the all-pervading Brahman and the localized Paramātmā as well by dint of His superior spiritual energies. No one can reach the spiritual sky (Vaikuṇṭha) or enter into the Lord’s eternal abode (Goloka Vṛndāvana) without the proper understanding of Kṛṣṇa and His plenary expansion Viṣṇu. Therefore a person working in Kṛṣṇa consciousness is the perfect yogī, because his mind is always absorbed in Kṛṣṇa’s activities (sa vai manaḥ kṛṣṇa-padāravindayoḥ). In the Vedas also (Śvetāśvatara Upaniṣad 3.8)']"
235,bg/6/16/,['None']
236,bg/6/17/,['(9.26)']
237,bg/6/18/,['(9.4.18–20)']
238,bg/6/19/,['None']
239,bg/6/20-23/,"['(4.33): puruṣārtha-śūnyānāṁ guṇānāṁ pratiprasavaḥ kaivalyaṁ svarūpa-pratiṣṭhā vā citi-śaktir iti., This citi-śakti, or internal potency, is transcendental. Puruṣārtha means material religiosity, economic development, sense gratification and, at the end, the attempt to become one with the Supreme. This “oneness with the Supreme” is called kaivalyam by the monist. But according to Patañjali, this kaivalyam is an internal, or transcendental, potency by which the living entity becomes aware of his constitutional position. In the words of Lord Caitanya, this state of affairs is called ceto-darpaṇa-mārjanam, or clearance of the impure mirror of the mind. This “clearance” is actually liberation, or bhava-mahā-dāvāgni-nirvāpaṇam. The theory of nirvāṇa – also preliminary – corresponds with this principle. In the Bhāgavatam (2.10.6) this is called svarūpeṇa vyavasthitiḥ. The Bhagavad-gītā also confirms this situation in this verse., After nirvāṇa, or material cessation, there is the manifestation of spiritual activities, or devotional service to the Lord, known as Kṛṣṇa consciousness. In the words of the Bhāgavatam, svarūpeṇa vyavasthitiḥ: this is the “real life of the living entity.” Māyā, or illusion, is the condition of spiritual life contaminated by material infection. Liberation from this material infection does not mean destruction of the original eternal position of the living entity. Patañjali also accepts this by his words kaivalyaṁ svarūpa-pratiṣṭhā vā citi-śaktir iti. This citi-śakti, or transcendental pleasure, is real life. This is confirmed in the Vedānta-sūtra (1.1.12) as ānanda-mayo ’bhyāsāt. This natural transcendental pleasure is the ultimate goal of yoga and is easily achieved by execution of devotional service, or bhakti-yoga. Bhakti-yoga will be vividly described in the Seventh Chapter of Bhagavad-gītā., In the yoga system, as described in this chapter, there are two kinds of samādhi, called samprajñāta-samādhi and asamprajñāta-samādhi. When one becomes situated in the transcendental position by various philosophical researches, he is said to have achieved samprajñāta-samādhi. In the asamprajñāta-samādhi there is no longer any connection with mundane pleasure, for one is then transcendental to all sorts of happiness derived from the senses. When the yogī is once situated in that transcendental position, he is never shaken from it. Unless the yogī is able to reach this position, he is unsuccessful. Today’s so-called yoga practice, which involves various sense pleasures, is contradictory. A yogī indulging in sex and intoxication is a mockery. Even those yogīs who are attracted by the siddhis (perfections) in the process of yoga are not perfectly situated. If yogīs are attracted by the by-products of yoga, then they cannot attain the stage of perfection, as is stated in this verse. Persons, therefore, indulging in the make-show practice of gymnastic feats or siddhis should know that the aim of yoga is lost in that way., The best practice of yoga in this age is Kṛṣṇa consciousness, which is not baffling. A Kṛṣṇa conscious person is so happy in his occupation that he does not aspire after any other happiness. There are many impediments, especially in this age of hypocrisy, to practicing haṭha-yoga, dhyāna-yoga and jñāna-yoga, but there is no such problem in executing karma-yoga or bhakti-yoga., As long as the material body exists, one has to meet the demands of the body, namely eating, sleeping, defending and mating. But a person who is in pure bhakti-yoga, or in Kṛṣṇa consciousness, does not arouse the senses while meeting the demands of the body. Rather, he accepts the bare necessities of life, making the best use of a bad bargain, and enjoys transcendental happiness in Kṛṣṇa consciousness. He is callous toward incidental occurrences – such as accidents, disease, scarcity and even the death of a most dear relative – but he is always alert to execute his duties in Kṛṣṇa consciousness, or bhakti-yoga. Accidents never deviate him from his duty. As stated in the Bhagavad-gītā (2.14)']"
240,bg/6/24/,['(Upadeśāmṛta 3)']
241,bg/6/25/,['None']
242,bg/6/26/,['(and therefore the senses as well)']
243,bg/6/27/,['(Bg. 18.54)']
244,bg/6/28/,['None']
245,bg/6/29/,"['(Paramātmā). Īśvaraḥ sarva-bhūtānāṁ hṛd-deśe ’rjuna tiṣṭhati. The Lord in His Paramātmā feature is situated within both the heart of the dog and that of a brāhmaṇa. The perfect yogī knows that the Lord is eternally transcendental and is not materially affected by His presence in either a dog or a brāhmaṇa. That is the supreme neutrality of the Lord. The individual soul is also situated in the individual heart, but he is not present in all hearts. That is the distinction between the individual soul and the Supersoul. One who is not factually in the practice of yoga cannot see so clearly. A Kṛṣṇa conscious person can see Kṛṣṇa in the heart of both the believer and the nonbeliever. In the smṛti this is confirmed as follows: ātatatvāc ca mātṛtvāc ca ātmā hi paramo hariḥ. The Lord, being the source of all beings, is like the mother and the maintainer. As the mother is neutral to all different kinds of children, the supreme father (or mother) is also. Consequently the Supersoul is always in every living being., Outwardly, also, every living being is situated in the energy of the Lord. As will be explained in the Seventh Chapter, the Lord has, primarily, two energies – the spiritual (or superior) and the material (or inferior)']"
246,bg/6/30/,['(5.38)']
247,bg/6/31/,"['(1.2.187) of Śrīla Rūpa Gosvāmī: nikhilāsv apy avasthāsu jīvan-muktaḥ sa ucyate. A devotee of the Lord, always acting in Kṛṣṇa consciousness, is automatically liberated. In the Nārada Pañcarātra this is confirmed in this way:, “By concentrating one’s attention on the transcendental form of Kṛṣṇa, who is all-pervading and beyond time and space, one becomes absorbed in thinking of Kṛṣṇa and then attains the happy state of transcendental association with Him.”, Kṛṣṇa consciousness is the highest stage of trance in yoga practice. This very understanding that Kṛṣṇa is present as Paramātmā in everyone’s heart makes the yogī faultless. The Vedas (Gopāla-tāpanī Upaniṣad 1.21)']"
248,bg/6/32/,['(Bg. 18.69)']
249,bg/6/33/,['None']
250,bg/6/34/,['(Kaṭha Upaniṣad 1.3.3–4)']
251,bg/6/35/,['None']
252,bg/6/36/,['None']
253,bg/6/37/,['None']
254,bg/6/38/,['(bahūnāṁ janmanām ante)']
255,bg/6/39/,['None']
256,bg/6/40/,"['(1.5.17) Śrī Nārada Muni instructs Vyāsadeva as follows:, “If someone gives up all material prospects and takes complete shelter of the Supreme Personality of Godhead, there is no loss or degradation in any way. On the other hand a nondevotee may fully engage in his occupational duties and yet not gain anything.” For material prospects there are many activities, both scriptural and customary. A transcendentalist is supposed to give up all material activities for the sake of spiritual advancement in life, Kṛṣṇa consciousness. One may argue that by Kṛṣṇa consciousness one may attain the highest perfection if it is completed, but if one does not attain such a perfectional stage, then he loses both materially and spiritually. It is enjoined in the scriptures that one has to suffer the reaction for not executing prescribed duties; therefore one who fails to discharge transcendental activities properly becomes subjected to these reactions. The Bhāgavatam assures the unsuccessful transcendentalist that there need be no worries. Even though he may be subjected to the reaction for not perfectly executing prescribed duties, he is still not a loser, because auspicious Kṛṣṇa consciousness is never forgotten, and one so engaged will continue to be so even if he is lowborn in the next life. On the other hand, one who simply follows strictly the prescribed duties need not necessarily attain auspicious results if he is lacking in Kṛṣṇa consciousness., The purport may be understood as follows. Humanity may be divided into two sections, namely, the regulated and the nonregulated. Those who are engaged simply in bestial sense gratifications without knowledge of their next life or spiritual salvation belong to the nonregulated section. And those who follow the principles of prescribed duties in the scriptures are classified amongst the regulated section. The nonregulated section, both civilized and noncivilized, educated and noneducated, strong and weak, are full of animal propensities. Their activities are never auspicious, because while enjoying the animal propensities of eating, sleeping, defending and mating, they perpetually remain in material existence, which is always miserable. On the other hand, those who are regulated by scriptural injunctions, and who thus rise gradually to Kṛṣṇa consciousness, certainly progress in life., Those who are following the path of auspiciousness can be divided into three sections, namely (1) the followers of scriptural rules and regulations who are enjoying material prosperity, (2) those who are trying to find ultimate liberation from material existence, and (3)']"
257,bg/6/41/,['None']
258,bg/6/42/,['None']
259,bg/6/43/,['None']
260,bg/6/44/,['(3.33.7)']
261,bg/6/45/,['(7.28)']
262,bg/6/46/,['None']
263,bg/6/47/,"['(11.5.3) confirms this as follows:, “Anyone who does not render service and neglects his duty unto the primeval Lord, who is the source of all living entities, will certainly fall down from his constitutional position.”, In this verse also the word bhajanti is used. Therefore, bhajanti is applicable to the Supreme Lord only, whereas the word “worship” can be applied to demigods or to any other common living entity. The word avajānanti, used in this verse of Śrīmad-Bhāgavatam, is also found in the Bhagavad-gītā. Avajānanti māṁ mūḍhāḥ: “Only the fools and rascals deride the Supreme Personality of Godhead, Lord Kṛṣṇa.” Such fools take it upon themselves to write commentaries on the Bhagavad-gītā without an attitude of service to the Lord. Consequently they cannot properly distinguish between the word bhajanti and the word “worship.”, The culmination of all kinds of yoga practices lies in bhakti yoga. All other yogas are but means to come to the point of bhakti in bhakti-yoga. Yoga actually means bhakti-yoga; all other yogas are progressions toward the destination of bhakti-yoga. From the beginning of karma-yoga to the end of bhakti-yoga is a long way to self-realization. Karma-yoga, without fruitive results, is the beginning of this path. When karma-yoga increases in knowledge and renunciation, the stage is called jñāna-yoga. When jñāna-yoga increases in meditation on the Supersoul by different physical processes, and the mind is on Him, it is called aṣṭāṅga-yoga. And when one surpasses the aṣṭāṅga-yoga and comes to the point of the Supreme Personality of Godhead Kṛṣṇa, it is called bhakti-yoga, the culmination. Factually, bhakti-yoga is the ultimate goal, but to analyze bhakti-yoga minutely one has to understand these other yogas. The yogī who is progressive is therefore on the true path of eternal good fortune. One who sticks to a particular point and does not make further progress is called by that particular name: karma-yogī, jñāna-yogī or dhyāna-yogī, rāja-yogī, haṭha-yogī, etc. If one is fortunate enough to come to the point of bhakti-yoga, it is to be understood that he has surpassed all other yogas. Therefore, to become Kṛṣṇa conscious is the highest stage of yoga, just as, when we speak of Himālayan, we refer to the world’s highest mountains, of which the highest peak, Mount Everest, is considered to be the culmination., It is by great fortune that one comes to Kṛṣṇa consciousness on the path of bhakti-yoga to become well situated according to the Vedic direction. The ideal yogī concentrates his attention on Kṛṣṇa, who is called Śyāmasundara, who is as beautifully colored as a cloud, whose lotuslike face is as effulgent as the sun, whose dress is brilliant with jewels, and whose body is flower-garlanded. Illuminating all sides is His gorgeous luster, which is called the brahma-jyotir. He incarnates in different forms such as Rāma, Nṛsiṁha, Varāha and Kṛṣṇa, the Supreme Personality of Godhead, and He descends like a human being, as the son of mother Yaśodā, and He is known as Kṛṣṇa, Govinda and Vāsudeva. He is the perfect child, husband, friend and master, and He is full with all opulences and transcendental qualities. If one remains fully conscious of these features of the Lord, he is called the highest yogī., This stage of highest perfection in yoga can be attained only by bhakti-yoga, as is confirmed in all Vedic literature:, “Only unto those great souls who have implicit faith in both the Lord and the spiritual master are all the imports of Vedic knowledge automatically revealed.” (Śvetāśvatara Upaniṣad 6.23), Bhaktir asya bhajanaṁ tad ihāmutropādhi-nairāsyenāmuṣmin manaḥ-kalpanam, etad eva naiṣkarmyam. “Bhakti means devotional service to the Lord which is free from desire for material profit, either in this life or in the next. Devoid of such inclinations, one should fully absorb the mind in the Supreme. That is the purpose of naiṣkarmya.” (Gopāla-tāpanī Upaniṣad 1.15)']"
264,bg/7/1/,['(Bhāg. 1.2.17–21)']
265,bg/7/2/,['(Muṇḍaka Upaniṣad 1.1.3)']
266,bg/7/3/,"['(1.2.101):, “Devotional service of the Lord that ignores the authorized Vedic literatures like the Upaniṣads, Purāṇas and Nārada Pañcarātra is simply an unnecessary disturbance in society.”, It is not possible for the Brahman-realized impersonalist or the Paramātmā-realized yogī to understand Kṛṣṇa the Supreme Personality of Godhead as the son of mother Yaśodā or the charioteer of Arjuna. Even the great demigods are sometimes confused about Kṛṣṇa (muhyanti yat sūrayaḥ). Māṁ tu veda na kaścana: “No one knows Me as I am,” the Lord says. And if one does know Him, then sa mahātmā su-durlabhaḥ: “Such a great soul is very rare.” Therefore unless one practices devotional service to the Lord, one cannot know Kṛṣṇa as He is (tattvataḥ), even though one is a great scholar or philosopher. Only the pure devotees can know something of the inconceivable transcendental qualities in Kṛṣṇa – His being the cause of all causes, His omnipotence and opulence, and His wealth, fame, strength, beauty, knowledge and renunciation – because Kṛṣṇa is benevolently inclined to His devotees. He is the last word in Brahman realization, and the devotees alone can realize Him as He is. Therefore it is said:, “No one can understand Kṛṣṇa as He is by the blunt material senses. But He reveals Himself to the devotees, being pleased with them for their transcendental loving service unto Him.” (Bhakti-rasāmṛta-sindhu 1.2.234)']"
267,bg/7/4/,"['(expansions) as described in the Nārada Pañcarātra, one of the Sātvata-tantras:, “For material creation, Lord Kṛṣṇa’s plenary expansion assumes three Viṣṇus. The first one, Mahā-viṣṇu, creates the total material energy, known as the mahat-tattva. The second, Garbhodaka-śāyī Viṣṇu, enters into all the universes to create diversities in each of them. The third, Kṣīrodaka-śāyī Viṣṇu, is diffused as the all-pervading Supersoul in all the universes and is known as Paramātmā. He is present even within the atoms. Anyone who knows these three Viṣṇus can be liberated from material entanglement.”, This material world is a temporary manifestation of one of the energies of the Lord. All the activities of the material world are directed by these three Viṣṇu expansions of Lord Kṛṣṇa. These puruṣas are called incarnations. Generally one who does not know the science of God (Kṛṣṇa)']"
268,bg/7/5/,"['(or energy) of the Supreme Lord. The inferior energy is matter manifested in different elements, namely earth, water, fire, air, ether, mind, intelligence and false ego. Both forms of material nature, namely gross (earth, etc.) and subtle (mind, etc.), are products of the inferior energy. The living entities, who are exploiting these inferior energies for different purposes, are the superior energy of the Supreme Lord, and it is due to this energy that the entire material world functions. The cosmic manifestation has no power to act unless it is moved by the superior energy, the living entity. Energies are always controlled by the energetic, and therefore the living entities are always controlled by the Lord – they have no independent existence. They are never equally powerful, as unintelligent men think. The distinction between the living entities and the Lord is described in Śrīmad-Bhāgavatam (10.87.30) as follows:, “O Supreme Eternal! If the embodied living entities were eternal and all-pervading like You, then they would not be under Your control. But if the living entities are accepted as minute energies of Your Lordship, then they are at once subject to Your supreme control. Therefore real liberation entails surrender by the living entities to Your control, and that surrender will make them happy. In that constitutional position only can they be controllers. Therefore, men with limited knowledge who advocate the monistic theory that God and the living entities are equal in all respects are actually guided by a faulty and polluted opinion.”, The Supreme Lord, Kṛṣṇa, is the only controller, and all living entities are controlled by Him. These living entities are His superior energy because the quality of their existence is one and the same with the Supreme, but they are never equal to the Lord in quantity of power. While exploiting the gross and subtle inferior energy (matter), the superior energy (the living entity)']"
269,bg/7/6/,['(2.2.13)']
270,bg/7/7/,"['(3.10): tato yad uttara-taraṁ tad arūpam anāmayam/ ya etad vidur amṛtās te bhavanti athetare duḥkham evāpiyanti. “In the material world Brahmā, the primeval living entity within the universe, is understood to be the supreme amongst the demigods, human beings and lower animals. But beyond Brahmā there is the Transcendence, who has no material form and is free from all material contaminations. Anyone who can know Him also becomes transcendental, but those who do not know Him suffer the miseries of the material world.”, The impersonalist puts more stress on the word arūpam. But this arūpam is not impersonal. It indicates the transcendental form of eternity, bliss and knowledge as described in the Brahma-saṁhitā quoted above. Other verses in the Śvetāśvatara Upaniṣad (3.8–9)']"
271,bg/7/8/,['None']
272,bg/7/9/,['None']
273,bg/7/10/,['(Kaṭha Upaniṣad 2.2.13)']
274,bg/7/11/,['(dharma)']
275,bg/7/12/,['None']
276,bg/7/13/,['None']
277,bg/7/14/,"['(Śvetāśvatara Upaniṣad 4.10), Another meaning of guṇa is rope; it is to be understood that the conditioned soul is tightly tied by the ropes of illusion. A man bound by the hands and feet cannot free himself – he must be helped by a person who is unbound. Because the bound cannot help the bound, the rescuer must be liberated. Therefore, only Lord Kṛṣṇa, or His bona fide representative the spiritual master, can release the conditioned soul. Without such superior help, one cannot be freed from the bondage of material nature. Devotional service, or Kṛṣṇa consciousness, can help one gain such release. Kṛṣṇa, being the Lord of the illusory energy, can order this insurmountable energy to release the conditioned soul. He orders this release out of His causeless mercy on the surrendered soul and out of His paternal affection for the living entity, who is originally a beloved son of the Lord. Therefore surrender unto the lotus feet of the Lord is the only means to get free from the clutches of the stringent material nature., The words mām eva are also significant. Mām means unto Kṛṣṇa (Viṣṇu) only, and not Brahmā or Śiva. Although Brahmā and Śiva are greatly elevated and are almost on the level of Viṣṇu, it is not possible for such incarnations of rajo-guṇa (passion) and tamo-guṇa (ignorance) to release the conditioned soul from the clutches of māyā. In other words, both Brahmā and Śiva are also under the influence of māyā. Only Viṣṇu is the master of māyā; therefore He alone can give release to the conditioned soul. The Vedas (Śvetāśvatara Upaniṣad 3.8)']"
