0,1,2,3,4,5
['/sb/3/12/45/'],"['/bg/4/13/', '/sb/3/12/45/']","['/sb/10/72/13/', '/sb/1/14/35-36/', '/sb/12/11/44/', '/sb/6/3/16/', '/sb/12/11/42/', '/sb/2/6/1/', '/sb/4/17/34/', '/sb/12/11/41/', '/sb/12/11/38/', '/sb/3/11/28/']","['/sb/11/21/41/', '/sb/8/5/39/', '/sb/6/15/7/', '/sb/8/7/28/', '/sb/2/10/23/', '/sb/3/12/46/', '/sb/6/6/5/', '/sb/4/31/15/', '/sb/3/26/59/', '/sb/3/13/35/']","['/sb/3/12/45/', '/sb/3/12/46/', '/sb/8/5/39/', '/sb/6/6/5/', '/sb/8/8/6/', '/sb/3/12/52/', '/sb/3/6/31/', '/sb/3/5/34/', '/sb/11/24/6/', '/sb/2/10/23/']","['/sb/3/5/1/', '/sb/2/7/22/', '/sb/2/10/19/', '/sb/6/4/24/', '/sb/7/4/29/', '/sb/2/9/17/', '/sb/3/31/10/', '/sb/2/7/20/', '/sb/8/20/21/', '/sb/11/24/6/']"
['/sb/3/12/46/'],"['/bg/4/13/', '/sb/3/12/46/']","['/sb/3/12/45/', '/sb/6/3/16/', '/sb/3/6/17/', '/sb/3/11/28/', '/sb/8/5/39/', '/sb/1/14/35-36/', '/sb/10/72/13/', '/sb/1/3/1/', '/sb/3/12/24/', '/sb/11/17/13/']","['/sb/11/21/41/', '/sb/12/12/59/', '/sb/2/10/31/', '/sb/8/5/39/', '/sb/3/12/45/', '/bg/4/29/', '/sb/1/7/44/', '/sb/11/26/21/', '/sb/5/15/16/', '/bs/5/2']","['/sb/3/12/46/', '/sb/12/12/59/', '/sb/5/15/16/', '/sb/3/12/45/', '/sb/5/7/13/', '/sb/3/12/24/', '/sb/9/9/16-17/', '/sb/1/7/44/', '/sb/12/13/3/', '/sb/8/8/6/']","['/sb/3/5/1/', '/sb/3/26/70/', '/sb/10/62/2/', '/sb/6/4/24/', '/sb/10/74/6/', '/sb/5/1/6/', '/sb/8/17/21/', '/sb/9/14/4/', '/sb/12/10/9/', '/sb/10/16/20/']"
['/sb/3/12/57/'],"['/bg/11/39/', '/sb/3/12/57/']","['/sb/12/11/33/', '/sb/12/11/41/', '/sb/12/11/38/', '/sb/12/11/34/', '/sb/12/11/37/', '/sb/12/11/44/', '/sb/12/11/36/', '/sb/12/11/42/', '/sb/12/11/39/', '/sb/12/11/43/']","['/sb/4/1/2/', '/sb/4/1/11/', '/sb/4/1/13/', '/sb/4/1/10/', '/sb/4/1/1/', '/sb/4/1/3/', '/sb/3/21/3/', '/sb/3/12/56/', '/sb/3/24/1/', '/sb/4/1/46-47/']","['/sb/3/12/57/', '/sb/4/1/2/', '/sb/4/1/10/', '/sb/4/1/13/', '/sb/3/24/22-23/', '/sb/4/2/16/', '/sb/4/1/11/', '/sb/4/30/13/', '/sb/1/4/14/', '/sb/3/23/36-37/']","['/sb/3/12/57/', '/sb/6/5/4-5/', '/sb/9/15/7/', '/sb/2/6/30/', '/sb/12/9/30/', '/sb/3/14/1/', '/sb/7/1/14-15/', '/sb/12/10/40/', '/sb/11/2/3/', '/sb/3/19/4/']"
['/sb/3/13/5/'],"['/sb/2/1/28/', '/sb/3/13/5/']","['/sb/3/7/42/', '/sb/3/5/1/', '/sb/3/25/4/', '/sb/3/2/1/', '/sb/3/20/3/', '/sb/11/17/8/', '/tlk/4', '/sb/3/19/33/', '/sb/3/7/1/', '/sb/2/8/27/']","['/sb/3/25/4/', '/sb/3/19/33/', '/tlk/4', '/sb/3/5/17/', '/sb/3/7/1/', '/sb/4/17/8/', '/sb/4/31/23/', '/sb/3/2/1/', '/sb/11/17/8/', '/sb/3/13/1/']","['/sb/3/13/5/', '/sb/3/25/4/', '/tlk/4', '/sb/3/1/5/', '/sb/3/29/6/', '/sb/3/5/17/', '/sb/3/2/1/', '/sb/6/3/11/', '/sb/11/17/8/', '/sb/5/2/17/']","['/sb/3/13/5/', '/sb/10/62/2/', '/sb/4/21/1/', '/sb/10/4/14/', '/sb/1/10/36/', '/sb/8/7/36/', '/sb/10/4/25/', '/sb/9/22/21-24/', '/sb/4/3/4/', '/sb/7/8/3-4/']"
['/sb/3/13/6/'],"['/sb/2/1/28/', '/sb/3/13/6/']","['/sb/3/9/26/', '/sb/3/13/46/', '/sb/2/7/23/', '/sb/3/22/21/', '/sb/3/24/20/', '/sb/4/8/14/', '/sb/10/8/48/', '/sb/4/9/18/', '/sb/4/9/45/', '/sb/3/9/44/']","['/sb/4/31/23/', '/sb/3/12/1/', '/sb/5/1/9/', '/sb/4/7/1/', '/bg/11/14/', '/sb/4/20/1/', '/sb/3/14/1/', '/sb/3/9/26/', '/sb/4/24/32/', '/sb/4/24/19/']","['/sb/3/13/6/', '/sb/4/24/32/', '/sb/4/31/23/', '/sb/9/4/43/', '/sb/4/31/30/', '/bg/11/14/', '/sb/5/1/9/', '/sb/12/12/11/', '/sb/4/22/41/', '/sb/3/12/36/']","['/sb/3/13/6/', '/sb/6/4/18/', '/sb/3/1/1/', '/sb/3/12/36/', '/sb/10/87/35/', '/sb/1/10/1/', '/sb/4/8/24/', '/sb/12/3/9-13/', '/sb/10/62/2/', '/sb/3/27/5/']"
['/sb/3/13/35/'],"['/bg/7/15/', '/sb/3/13/35/']","['/sb/7/10/49/', '/sb/8/7/28/', '/sb/3/13/37/', '/sb/10/14/1/', '/sb/4/21/50/', '/sb/1/11/8/', '/sb/7/9/31/', '/sb/3/15/45/', '/sb/8/7/27/', '/sb/5/11/10/']","['/sb/4/7/45/', '/sb/2/6/4/', '/sb/3/13/38/', '/sb/5/20/18/', '/sb/4/7/41/', '/sb/4/13/26/', '/sb/4/4/20/', '/sb/4/4/6/', '/sb/10/4/40/', '/sb/11/27/11/']","['/sb/3/13/35/', '/sb/3/13/38/', '/sb/8/7/28/', '/sb/1/17/24/', '/sb/4/7/45/', '/sb/11/7/22/', '/sb/10/4/40/', '/sb/10/63/35-36/', '/sb/8/7/30/', '/sb/8/24/30/']","['/sb/3/13/35/', '/sb/7/9/25/', '/sb/8/3/20-21/', '/sb/1/1/2/', '/bs/5/56', '/sb/10/1/15/', '/sb/4/20/3/', '/sb/7/6/29-30/', '/sb/1/11/8/', '/sb/5/5/1/']"
['/sb/3/13/39/'],"['/bg/10/10/', '/bg/10/10/', '/sb/3/13/39/']","['/sb/6/16/18-19/', '/sb/8/3/13/', '/sb/8/3/15/', '/sb/4/24/33/', '/sb/5/18/30/', '/sb/6/16/20/', '/sb/6/16/25/', '/bg/11/39/', '/sb/8/17/26/', '/sb/6/19/4/']","['/sb/5/18/30/', '/sb/6/16/18-19/', '/sb/8/17/25/', '/sb/5/19/11/', '/sb/8/16/34/', '/sb/8/3/15/', '/sb/8/16/33/', '/sb/8/3/13/', '/sb/10/16/45/', '/sb/5/18/2/']","['/sb/3/13/39/', '/sb/6/16/18-19/', '/sb/8/17/25/', '/sb/5/18/30/', '/sb/8/16/35/', '/sb/8/3/15/', '/sb/8/3/13/', '/sb/8/16/30/', '/sb/8/16/34/', '/sb/6/19/4/']","['/sb/8/3/18/', '/sb/11/6/47/', '/sb/11/19/33-35/', '/sb/3/9/4/', '/sb/6/1/19/', '/sb/3/24/32/', '/sb/4/7/38/', '/sb/10/75/4-7/', '/sb/10/60/54/', '/sb/2/7/43-45/']"
['/sb/3/13/42/'],"['/bg/14/4/', '/sb/3/13/42/']","['/sb/5/18/28/', '/sb/3/18/8/', '/sb/8/16/27/', '/sb/10/1/22/', '/sb/5/20/12/', '/sb/11/2/37/', '/sb/8/3/16/', '/sb/2/6/1/', '/sb/8/3/15/', '/sb/8/17/26/']","['/sb/6/16/18-19/', '/sb/6/19/6/', '/sb/8/3/12/', '/sb/8/17/25/', '/sb/8/16/33/', '/sb/6/16/20/', '/sb/12/2/43/', '/sb/8/16/34/', '/sb/8/3/13/', '/sb/5/18/2/']","['/sb/3/13/42/', '/sb/6/19/6/', '/sb/6/16/18-19/', '/sb/8/17/25/', '/sb/5/18/36/', '/sb/12/13/23/', '/sb/8/16/27/', '/sb/8/16/35/', '/sb/5/18/30/', '/sb/8/16/29/']","['/sb/10/87/50/', '/sb/6/4/24/', '/sb/3/13/42/', '/sb/8/22/23/', '/sb/5/18/4/', '/sb/10/89/14-17/', '/sb/10/87/35/', '/sb/10/60/54/', '/sb/10/62/2/', '/sb/7/4/22-23/']"
['/sb/3/13/43/'],"['/bg/9/10/', '/sb/3/13/43/']","['/sb/7/9/31/', '/sb/4/21/50/', '/sb/6/16/46/', '/sb/4/8/13/', '/sb/6/9/42/', '/sb/4/20/28/', '/sb/3/9/31/', '/sb/3/33/8/', '/sb/6/16/48/', '/sb/5/18/39/']","['/sb/8/1/13/', '/sb/8/3/26/', '/sb/4/29/79/', '/sb/9/24/58/', '/sb/4/24/61/', '/sb/7/9/31/', '/sb/8/9/2/', '/sb/8/12/36/', '/sb/4/6/42/', '/sb/9/9/47/']","['/sb/3/13/43/', '/sb/10/41/3/', '/sb/3/5/19/', '/sb/5/20/23/', '/sb/4/17/24/', '/sb/10/37/12/', '/sb/3/33/3/', '/bg/11/3/', '/sb/8/23/28/', '/sb/4/24/61/']","['/sb/3/13/43/', '/sb/4/30/11/', '/sb/5/10/6/', '/sb/4/1/10/', '/sb/10/60/54/', '/sb/3/4/11/', '/sb/10/75/4-7/', '/sb/12/3/9-13/', '/sb/12/8/49/', '/sb/4/9/52/']"
['/sb/3/13/49/'],"['/bg/10/10/', '/sb/3/13/49/']","['/sb/3/25/32/', '/sb/1/2/18/', '/sb/3/33/37/', '/sb/4/22/51/', '/sb/7/6/20-23/', '/bg/8/9/', '/sb/7/9/11/', '/sb/3/12/48/', '/sb/4/9/10/', '/bg/13/23/']","['/bg/18/50/', '/bg/6/28/', '/sb/4/8/61/', '/sb/3/29/14/', '/sb/10/3/45/', '/sb/2/10/36/', '/sb/4/20/9/', '/sb/4/24/75/', '/sb/11/20/35/', '/sb/6/4/27-28/']","['/sb/3/13/49/', '/bg/6/28/', '/sb/4/8/61/', '/sb/2/10/36/', '/bg/6/47/', '/sb/3/32/11/', '/sb/3/29/11-12/', '/sb/8/7/44/', '/sb/11/20/35/', '/sb/3/24/46/']","['/sb/3/13/49/', '/sb/3/27/5/', '/sb/11/8/37/', '/sb/6/3/20-21/', '/bg/6/20-23/', '/sb/6/4/24/', '/sb/10/59/31/', '/sb/4/8/15/', '/sb/10/66/27-28/', '/sb/3/13/45/']"
['/sb/3/14/38/'],"['/bg/7/11/', '/sb/3/14/38/']","['/sb/10/3/42/', '/sb/3/14/44-45/', '/sb/6/7/27/', '/sb/1/7/31/', '/sb/8/2/31/', '/sb/9/7/5-6/', '/sb/8/7/28/', '/sb/11/5/34/', '/sb/3/24/8/', '/sb/8/10/38/']","['/sb/8/9/9/', '/sb/8/7/5/', '/sb/8/9/7/', '/sb/8/16/24/', '/sb/6/18/32/', '/sb/3/14/44-45/', '/sb/6/18/45/', '/sb/6/18/47/', '/sb/3/15/1/', '/sb/6/18/10/']","['/sb/3/14/38/', '/sb/6/14/39/', '/sb/2/5/3/', '/sb/3/14/44-45/', '/sb/8/21/34/', '/sb/2/4/5/', '/sb/8/24/38/', '/sb/1/4/27/', '/sb/7/7/11/', '/sb/5/10/11/']","['/sb/3/14/38/', '/sb/7/11/8-12/', '/sb/11/25/2-5/', '/sb/2/7/19/', '/sb/7/10/15-17/', '/sb/3/31/21/', '/sb/7/4/22-23/', '/sb/4/9/11/', '/sb/11/21/1/', '/sb/11/9/30/']"
['/sb/3/14/39/'],"['/bg/1/40/', '/sb/3/14/39/']","['/sb/6/9/55/', '/sb/8/7/21/', '/sb/4/24/42/', '/sb/1/14/42/', '/sb/8/12/7/', '/sb/10/70/35/', '/sb/10/60/39/', '/sb/3/9/31/', '/sb/4/30/12/', '/sb/10/29/40/']","['/sb/6/6/28/', '/sb/8/12/7/', '/sb/9/6/2/', '/sb/9/24/52/', '/sb/9/22/33/', '/sb/10/78/24/', '/sb/6/14/40/', '/sb/5/15/14-15/', '/sb/6/18/19/', '/sb/10/13/17/']","['/sb/3/14/39/', '/sb/6/9/40/', '/sb/10/1/54/', '/sb/4/1/31/', '/sb/3/24/39/', '/sb/11/30/36/', '/sb/4/30/12/', '/sb/8/13/18/', '/sb/6/18/53/', '/sb/9/3/21/']","['/sb/3/14/39/', '/sb/4/1/31/', '/sb/4/8/69/', '/sb/3/10/23/', '/sb/10/89/45/', '/sb/6/9/54/', '/sb/3/9/10/', '/sb/3/9/34/', '/sb/10/29/40/', '/sb/5/3/11/']"
['/sb/3/14/41/'],"['/bg/4/8/', '/sb/3/14/41/']","['/sb/9/4/53-54/', '/sb/7/7/49/', '/sb/3/28/26/', '/sb/3/25/9/', '/sb/7/6/20-23/', '/sb/6/4/13/', '/sb/11/9/17-18/', '/sb/11/2/34/', '/sb/7/7/38/', '/sb/8/9/27/']","['/sb/4/19/30/', '/sb/6/4/13/', '/sb/11/16/9/', '/bg/5/29/', '/sb/9/3/34/', '/sb/7/14/36/', '/sb/7/7/38/', '/sb/8/9/27/', '/sb/10/27/21/', '/sb/7/6/19/']","['/sb/3/14/41/', '/sb/5/7/14/', '/sb/11/8/35/', '/sb/3/6/3/', '/sb/9/3/34/', '/bg/8/3/', '/sb/6/4/13/', '/sb/6/13/19-20/', '/sb/7/7/38/', '/sb/3/7/15/']","['/sb/6/4/24/', '/sb/3/27/5/', '/sb/10/66/27-28/', '/sb/5/1/33/', '/sb/3/22/20/', '/sb/5/14/16/', '/sb/6/3/20-21/', '/sb/4/8/15/', '/sb/10/59/31/', '/sb/9/2/11-13/']"
['/sb/3/15/7/'],"['/sb/6/17/28/', '/sb/3/15/7/']","['/sb/11/19/40-45/', '/bg/5/7/', '/bg/8/9/', '/bg/8/20/', '/sb/11/22/34/', '/sb/4/20/12/', '/sb/8/5/29/', '/sb/7/9/25/', '/sb/5/11/5/', '/sb/3/26/3/']","['/sb/11/7/14/', '/sb/11/9/11/', '/sb/2/1/23/', '/sb/11/15/1/', '/sb/5/11/1/', '/sb/8/3/27/', '/sb/7/15/28/', '/sb/4/6/35/', '/sb/3/27/6/', '/sb/11/18/23/']","['/sb/3/15/7/', '/sb/2/1/23/', '/sb/3/32/10/', '/sb/11/7/14/', '/sb/11/18/23/', '/sb/11/28/38/', '/sb/11/15/1/', '/sb/10/63/41/', '/sb/3/28/5/', '/sb/11/13/11/']","['/sb/3/15/7/', '/sb/3/27/5/', '/bg/6/20-23/', '/sb/7/12/31/', '/sb/11/14/46/', '/sb/7/13/44/', '/sb/3/9/14/', '/sb/5/5/1/', '/sb/5/18/4/', '/sb/5/13/11/']"
['/sb/3/15/27/'],"['/sb/3/21/10/', '/sb/3/28/13/', '/sb/4/8/47/', '/sb/4/24/47-48/', '/sb/6/9/28/', '/sb/8/17/4/', '/sb/10/3/30/', '/sb/10/4/10-11/', '/sb/10/13/47-48/', '/sb/10/39/51-52/', '/sb/10/56/6/', '/sb/10/59/25/', '/sb/11/11/46/', '/sb/11/14/36-42/', '/sb/11/27/38-41/', '/sb/3/15/27/']","['/sb/8/20/24/', '/sb/2/9/15/', '/sb/3/15/14/', '/sb/4/17/34/', '/sb/2/6/1/', '/sb/8/6/3-7/', '/bg/8/4/', '/sb/9/4/51/', '/sb/4/8/38/', '/sb/3/8/24/']","['/sb/2/9/12/', '/sb/10/75/24/', '/sb/10/75/22/', '/sb/6/16/30/', '/sb/3/8/29/', '/sb/3/23/18/', '/sb/10/54/7/', '/sb/3/15/29/', '/sb/4/10/18-19/', '/sb/2/2/9/']","['/sb/3/15/27/', '/sb/3/15/29/', '/sb/1/3/4/', '/sb/8/20/24/', '/sb/10/75/24/', '/sb/10/75/14/', '/sb/10/75/22/', '/sb/12/2/21/', '/sb/4/12/34/', '/sb/10/53/11/']","['/sb/10/87/31/', '/sb/12/3/9-13/', '/sb/11/19/33-35/', '/sb/8/12/41/', '/bs/5/20', '/sb/11/23/18-19/', '/sb/3/29/43/', '/bg/5/13/', '/sb/11/25/2-5/', '/sb/9/2/11-13/']"
['/sb/3/15/45/'],"['/bg/9/34/', '/sb/3/15/45/']","['/sb/1/1/1/', '/sb/1/5/35/', '/sb/2/10/45/', '/sb/3/26/25/', '/sb/7/6/20-23/', '/bg/8/9/', '/sb/2/1/32/', '/sb/5/11/10/', '/sb/7/9/31/', '/sb/8/7/27/']","['/sb/5/19/13/', '/sb/11/7/14/', '/sb/3/24/28/', '/sb/11/15/34/', '/sb/12/10/39/', '/sb/3/32/27/', '/sb/10/12/12/', '/sb/8/3/27/', '/sb/4/23/12/', '/sb/5/23/4/']","['/sb/3/15/45/', '/sb/5/23/4/', '/sb/8/17/10/', '/sb/5/6/3/', '/sb/1/11/8/', '/sb/3/2/21/', '/sb/5/19/13/', '/sb/1/5/3/', '/sb/8/19/42/', '/sb/6/8/11/']","['/sb/3/15/45/', '/sb/4/2/2/', '/sb/3/28/41/', '/sb/7/6/28/', '/sb/8/5/29/', '/sb/10/47/39/', '/sb/4/29/51/', '/sb/2/1/28/', '/sb/5/20/2/', '/bs/5/56']"
['/sb/3/15/49/'],"['/sb/6/17/28/', '/sb/6/17/28/', '/sb/3/15/49/']","['/sb/3/4/15/', '/sb/3/5/41/', '/sb/6/9/41/', '/sb/4/21/33/', '/sb/10/31/19/', '/sb/3/21/17/', '/sb/4/7/29/', '/sb/10/29/35/', '/sb/4/20/24/', '/sb/11/5/33/']","['/sb/10/82/48/', '/sb/7/9/16/', '/sb/3/5/44/', '/sb/3/5/42/', '/sb/4/20/30/', '/sb/10/13/49/', '/sb/4/30/33/', '/sb/3/9/5/', '/sb/11/5/33/', '/sb/10/15/26/']","['/sb/3/15/49/', '/sb/10/31/19/', '/sb/4/30/25/', '/sb/10/29/38/', '/sb/10/29/35/', '/sb/3/20/36/', '/sb/6/9/41/', '/sb/10/82/48/', '/sb/11/6/13/', '/sb/9/14/19/']","['/sb/3/15/49/', '/sb/5/18/4/', '/sb/5/10/6/', '/sb/10/70/26/', '/sb/4/26/25/', '/sb/7/9/28/', '/sb/10/87/35/', '/sb/5/18/33/', '/sb/3/20/36/', '/sb/5/2/11/']"
['/sb/3/16/26/'],"['/bg/4/8/', '/sb/3/16/26/']","['/sb/8/16/22/', '/sb/10/10/42/', '/bg/9/34/', '/sb/3/16/12/', '/sb/6/4/53/', '/sb/10/81/3/', '/bg/6/47/', '/sb/9/9/43/', '/sb/9/7/8/', '/sb/9/23/37/']","['/sb/3/16/12/', '/sb/7/4/21/', '/sb/10/4/25/', '/sb/6/3/8/', '/sb/3/16/2/', '/sb/6/17/39/', '/sb/4/11/32/', '/sb/3/4/29/', '/sb/7/1/22/', '/sb/11/14/45/']","['/sb/3/16/26/', '/sb/3/16/12/', '/sb/6/17/39/', '/sb/10/10/42/', '/sb/3/19/29/', '/sb/6/4/53/', '/sb/10/25/18/', '/bg/6/47/', '/sb/7/4/21/', '/sb/6/16/50/']","['/sb/3/16/26/', '/sb/4/5/6/', '/sb/5/13/7/', '/sb/5/5/28/', '/sb/11/10/27-29/', '/sb/7/10/65-66/', '/sb/6/7/29-30/', '/sb/1/5/19/', '/sb/11/17/44/', '/sb/10/11/48/']"
['/sb/3/16/31/'],"['/bg/18/65/', '/sb/10/29/15/', '/sb/3/16/31/']","['/sb/11/31/10/', '/sb/3/13/29/', '/sb/3/16/33/', '/sb/3/27/6/', '/sb/3/25/13/', '/sb/11/15/35/', '/sb/8/3/27/', '/sb/8/5/39/', '/sb/2/9/15/', '/sb/10/23/14/']","['/sb/7/1/39/', '/sb/3/16/2/', '/sb/10/74/50/', '/sb/8/3/27/', '/bg/5/26/', '/sb/7/1/47/', '/sb/5/19/23/', '/sb/7/1/45/', '/sb/11/7/14/', '/sb/11/15/33/']","['/sb/3/16/31/', '/sb/7/1/40/', '/sb/7/1/47/', '/sb/7/1/45/', '/sb/3/27/6/', '/sb/3/16/2/', '/sb/11/15/33/', '/sb/10/74/50/', '/sb/11/13/14/', '/bg/5/26/']","['/sb/4/8/15/', '/sb/11/8/37/', '/sb/10/1/31-32/', '/sb/11/23/18-19/', '/sb/8/7/36/', '/sb/8/22/23/', '/sb/11/17/41/', '/sb/8/17/21/', '/sb/8/12/41/', '/sb/11/14/10/']"
['/sb/3/19/31/'],"['/bg/10/8/', '/sb/3/19/31/']","['/sb/8/3/30/', '/sb/11/31/10/', '/sb/11/6/20/', '/sb/7/10/69/', '/sb/8/6/3-7/', '/sb/8/6/16/', '/sb/11/6/32/', '/sb/11/13/18/', '/sb/7/10/25/', '/sb/10/13/57/']","['/sb/3/13/32/', '/sb/8/3/30/', '/sb/3/20/8/', '/sb/11/31/10/', '/sb/3/14/7/', '/sb/8/24/9/', '/sb/8/6/1/', '/sb/4/31/23/', '/sb/8/19/6/', '/sb/3/19/37/']","['/sb/3/19/31/', '/sb/8/3/30/', '/sb/11/31/10/', '/sb/10/48/36/', '/sb/10/28/9/', '/sb/4/31/23/', '/sb/8/6/1/', '/sb/4/9/53/', '/sb/8/12/41/', '/sb/3/13/32/']","['/sb/3/19/31/', '/sb/4/8/15/', '/sb/7/3/22/', '/sb/8/22/13/', '/sb/10/62/2/', '/sb/6/3/20-21/', '/sb/8/12/41/', '/sb/5/1/33/', '/sb/8/7/36/', '/sb/11/5/51/']"
['/sb/3/20/9/'],"['/sb/3/20/9/', '/sb/3/20/9/']","['/sb/3/12/36/', '/sb/3/20/10/', '/sb/3/7/15/', '/bg/9/34/', '/sb/3/13/2/', '/sb/12/3/16/', '/sb/3/10/1/', '/sb/3/24/12/', '/sb/8/5/21/', '/bg/6/47/']","['/sb/3/20/10/', '/sb/4/24/73/', '/sb/3/10/1/', '/sb/2/10/49-50/', '/sb/3/13/2/', '/sb/3/7/15/', '/sb/3/13/5/', '/sb/4/13/2/', '/sb/3/11/16/', '/sb/2/6/11/']","['/sb/3/20/9/', '/sb/3/20/10/', '/sb/3/12/36/', '/sb/3/10/1/', '/sb/4/17/3/', '/sb/3/7/15/', '/sb/2/10/49-50/', '/sb/4/13/2/', '/sb/4/24/16/', '/sb/3/20/4/']","['/sb/3/20/9/', '/sb/4/24/17/', '/sb/4/6/46/', '/sb/3/20/52/', '/sb/10/29/33/', '/sb/11/25/2-5/', '/sb/5/6/17/', '/bg/1/32-35/', '/sb/10/87/22/', '/sb/10/14/2/']"
['/sb/3/20/10/'],"['/sb/3/20/9/', '/sb/3/20/10/']","['/sb/3/20/9/', '/sb/4/1/11/', '/sb/9/11/24/', '/sb/3/13/2/', '/sb/8/5/11-12/', '/sb/2/9/39/', '/sb/3/10/1/', '/sb/6/18/30/', '/sb/10/56/2/', '/sb/3/20/1/']","['/sb/3/20/9/', '/sb/3/20/1/', '/sb/3/20/11/', '/sb/3/13/2/', '/sb/4/13/2/', '/sb/4/1/11/', '/sb/11/16/25/', '/sb/4/24/73/', '/sb/10/56/2/', '/sb/4/11/35/']","['/sb/3/20/10/', '/sb/3/20/9/', '/sb/4/13/2/', '/sb/3/20/1/', '/sb/3/20/11/', '/sb/9/11/24/', '/sb/4/1/11/', '/sb/5/26/1/', '/sb/3/20/4/', '/sb/8/24/57/']","['/sb/10/75/4-7/', '/sb/3/14/1/', '/sb/3/20/10/', '/sb/2/7/43-45/', '/sb/12/3/9-13/', '/sb/6/15/12-15/', '/sb/11/22/14/', '/sb/10/20/36/', '/sb/10/87/2/', '/sb/4/31/30/']"
['/sb/3/20/11/'],"['/sb/3/20/9/', '/sb/3/20/11/']","['/sb/10/56/2/', '/sb/10/29/29/', '/sb/10/1/11/', '/sb/10/13/47-48/', '/sb/9/11/24/', '/sb/10/82/16/', '/sb/11/12/7/', '/sb/10/60/11/', '/sb/1/4/11/', '/sb/3/20/10/']","['/sb/10/56/2/', '/sb/10/1/11/', '/sb/3/20/10/', '/sb/9/11/24/', '/sb/11/12/7/', '/sb/10/1/10/', '/sb/1/12/2/', '/sb/8/5/11-12/', '/sb/1/6/3/', '/sb/3/21/52-54/']","['/sb/3/20/11/', '/sb/3/20/10/', '/sb/10/56/2/', '/sb/10/33/37/', '/sb/10/1/10/', '/sb/10/1/11/', '/sb/3/21/52-54/', '/sb/10/23/34/', '/sb/11/30/1/', '/sb/1/7/1/']","['/sb/3/20/11/', '/sb/2/8/1/', '/sb/10/32/7/', '/sb/10/14/36/', '/sb/3/14/1/', '/sb/10/79/28/', '/sb/10/20/36/', '/sb/6/5/37/', '/sb/7/9/9/', '/sb/3/25/38/']"
['/sb/3/21/19/'],"['/bs/5/1', '/sb/3/21/19/']","['/sb/4/6/43/', '/sb/4/21/52/', '/sb/2/5/5/', '/sb/4/17/33/', '/sb/8/7/23/', '/sb/2/5/4/', '/sb/2/9/28/', '/sb/7/8/40/', '/sb/4/9/7/', '/sb/5/17/22-23/']","['/sb/2/5/5/', '/sb/4/6/43/', '/sb/2/9/24/', '/bs/5/7', '/sb/4/24/73/', '/sb/10/48/21/', '/sb/5/17/22-23/', '/sb/2/4/6/', '/sb/4/9/7/', '/bg/5/14/']","['/sb/3/21/19/', '/sb/4/6/43/', '/sb/2/5/5/', '/sb/2/5/4/', '/sb/4/9/7/', '/sb/4/17/33/', '/sb/7/8/40/', '/sb/10/48/19/', '/sb/10/87/14/', '/sb/4/24/73/']","['/sb/3/9/10/', '/sb/4/6/46/', '/sb/5/18/4/', '/sb/3/21/19/', '/sb/9/10/35-38/', '/sb/5/3/11/', '/sb/10/62/29-30/', '/sb/2/1/39/', '/sb/8/6/12/', '/sb/10/74/20-21/']"
['/sb/3/21/50/'],"['/bg/4/8/', '/sb/3/21/50/']","['/sb/6/8/29/', '/sb/6/19/11/', '/sb/5/25/1/', '/sb/3/13/48/', '/sb/9/4/57-59/', '/sb/3/10/12/', '/sb/3/16/36/', '/sb/10/4/42/', '/sb/5/19/6/', '/sb/5/20/5/']","['/sb/10/6/22-23/', '/sb/10/6/25-26/', '/sb/8/24/27/', '/sb/6/8/20/', '/sb/6/8/21/', '/sb/6/19/11/', '/sb/4/17/32/', '/sb/1/17/22/', '/sb/10/6/24/', '/sb/7/5/42/']","['/sb/3/21/50/', '/sb/8/24/27/', '/sb/10/38/9/', '/sb/10/36/38/', '/sb/10/19/10/', '/sb/8/24/5/', '/sb/10/49/18/', '/sb/3/18/4/', '/sb/6/8/20/', '/sb/10/69/17/']","['/sb/7/3/22/', '/sb/11/14/10/', '/sb/3/27/5/', '/sb/11/8/37/', '/sb/8/12/41/', '/sb/9/4/57-59/', '/sb/10/87/31/', '/sb/6/9/54/', '/sb/10/80/30/', '/sb/12/3/9-13/']"
['/sb/3/22/4/'],"['/bg/18/41/', '/sb/3/22/4/']","['/sb/11/19/40-45/', '/sb/3/5/25/', '/sb/11/19/28-32/', '/sb/8/5/36/', '/sb/8/12/8/', '/bg/8/9/', '/sb/5/11/13-14/', '/bs/5/33', '/sb/8/7/27/', '/sb/2/7/47/']","['/sb/7/9/47/', '/sb/6/8/31/', '/sb/8/12/8/', '/sb/2/6/33/', '/sb/3/28/44/', '/sb/8/12/7/', '/sb/3/5/25/', '/sb/1/2/30/', '/sb/10/6/25-26/', '/sb/3/22/3/']","['/sb/3/22/4/', '/sb/12/4/28/', '/sb/3/5/25/', '/sb/10/68/20/', '/sb/3/26/49/', '/sb/11/23/53/', '/sb/3/28/44/', '/sb/7/9/47/', '/sb/5/4/16/', '/sb/5/1/32/']","['/sb/3/22/4/', '/sb/3/5/25/', '/sb/10/71/5/', '/sb/5/20/29/', '/sb/8/19/26/', '/sb/4/2/2/', '/sb/1/9/24/', '/bg/8/22/', '/sb/7/2/43/', '/sb/2/5/2/']"
